"genes","value","phenotype","symbol"
"ENSG00000275395",-0.446398987507266,"LumB","FCGBP"
"ENSG00000139971",-0.446456118615044,"LumB","ARMH4"
"ENSG00000253719",-0.446636912750396,"LumB","ATXN7L3B"
"ENSG00000137802",-0.448208482336951,"HER2","MAPKBP1"
"ENSG00000100836",-0.448473212152068,"LumB","PABPN1"
"ENSG00000001084",-0.448625350686675,"HER2","GCLC"
"ENSG00000099284",-0.448669391563586,"LumB","MACROH2A2"
"ENSG00000150967",-0.449195766504316,"LumB","ABCB9"
"ENSG00000168522",-0.449833667026658,"LumB","FNTA"
"ENSG00000116117",-0.449890419732431,"HER2","PARD3B"
"ENSG00000257167",-0.449966562321679,"HER2","TMPO-AS1"
"ENSG00000111271",-0.450074719565921,"LumB","ACAD10"
"ENSG00000118298",-0.451229672246089,"HER2","CA14"
"ENSG00000182732",-0.451722127413011,"LumB","RGS6"
"ENSG00000152782",-0.451794425134866,"HER2","PANK1"
"ENSG00000171574",-0.452720818789077,"HER2","ZNF584"
"ENSG00000127022",-0.452946336803541,"LumB","CANX"
"ENSG00000059377",-0.453054514699502,"HER2","TBXAS1"
"ENSG00000138640",-0.453477491936772,"LumB","FAM13A"
"ENSG00000044574",-0.453500558501987,"LumB","HSPA5"
"ENSG00000181104",-0.453835920897096,"HER2","F2R"
"ENSG00000173473",-0.453983641443244,"LumB","SMARCC1"
"ENSG00000169599",-0.454334322144701,"LumB","NFU1"
"ENSG00000171466",-0.454426015116134,"LumB","ZNF562"
"ENSG00000140961",-0.454962316057514,"LumB","OSGIN1"
"ENSG00000180592",-0.455392632166205,"HER2","SKIDA1"
"ENSG00000143858",-0.455488973770906,"LumB","SYT2"
"ENSG00000237975",-0.455653701518725,"HER2","FLG-AS1"
"ENSG00000165678",-0.455874444295962,"HER2","GHITM"
"ENSG00000170581",-0.455934547292952,"HER2","STAT2"
"ENSG00000157557",-0.456030130422879,"HER2","ETS2"
"ENSG00000261819",-0.456268475575898,"HER2","LOC728138"
"ENSG00000169641",-0.457625877616034,"HER2","LUZP1"
"ENSG00000117139",-0.457695887862769,"LumB","KDM5B"
"ENSG00000266962",-0.457701472309467,"TN","HSD17B1-AS1"
"ENSG00000235034",-0.457765370261056,"LumB","C19orf81"
"ENSG00000183250",-0.457902258487538,"HER2","LINC01547"
"ENSG00000188803",-0.458024866065825,"LumB","SHISA6"
"ENSG00000159784",-0.458089487457571,"LumB","FAM131B"
"ENSG00000137070",-0.458580207954902,"LumB","IL11RA"
"ENSG00000240498",-0.459125638051228,"HER2","CDKN2B-AS1"
"ENSG00000168405",-0.459470801332127,"LumB","CMAHP"
"ENSG00000134917",-0.459823825711689,"TN","ADAMTS8"
"ENSG00000251136",-0.459878397966631,"LumB","RIPK2-DT"
"ENSG00000138756",-0.459892192056751,"LumB","BMP2K"
"ENSG00000107281",-0.460013029335219,"HER2","NPDC1"
"ENSG00000159263",-0.460121459264043,"LumB","SIM2"
"ENSG00000142166",-0.460289077823652,"LumB","IFNAR1"
"ENSG00000133703",-0.460434977362974,"LumB","KRAS"
"ENSG00000085644",-0.461015182195107,"LumB","ZNF213"
"ENSG00000186472",-0.461956016508436,"LumB","PCLO"
"ENSG00000231925",-0.462053828122008,"LumB","TAPBP"
"ENSG00000120334",-0.462218057360472,"LumB","CENPL"
"ENSG00000269893",-0.462359057858686,"HER2","SNHG8"
"ENSG00000163618",-0.462856259440252,"LumB","CADPS"
"ENSG00000274810",-0.462966468375094,"LumB","NPHP3-ACAD11"
"ENSG00000166473",-0.463938282034452,"HER2","PKD1L2"
"ENSG00000133114",-0.463997228192547,"LumB","GPALPP1"
"ENSG00000100023",-0.46431068692562,"HER2","PPIL2"
"ENSG00000070010",-0.464518442576754,"LumB","UFD1"
"ENSG00000121644",-0.464601036255787,"HER2","DESI2"
"ENSG00000139890",-0.464619015508007,"LumB","REM2"
"ENSG00000066926",-0.464887149351635,"LumB","FECH"
"ENSG00000162769",-0.465361980592931,"HER2","FLVCR1"
"ENSG00000250910",-0.466423082558183,"HER2","MAP9-AS1"
"ENSG00000228451",-0.466473963984035,"TN","SDAD1P1"
"ENSG00000107521",-0.466536262083569,"HER2","HPS1"
"ENSG00000088827",-0.466779092521907,"LumB","SIGLEC1"
"ENSG00000132549",-0.4667845235706,"HER2","VPS13B"
"ENSG00000075426",-0.466862439233734,"HER2","FOSL2"
"ENSG00000110917",-0.467077896178077,"TN","MLEC"
"ENSG00000136630",-0.467589948456258,"HER2","HLX"
"ENSG00000221843",-0.468000899066959,"HER2","C2orf16"
"ENSG00000121764",-0.468446750542822,"HER2","HCRTR1"
"ENSG00000105248",-0.468654751373639,"LumB","YJU2"
"ENSG00000224271",-0.469395668546404,"LumB","EPIC1"
"ENSG00000187239",-0.469444204248658,"LumB","FNBP1"
"ENSG00000206384",-0.470081859322411,"HER2","COL6A6"
"ENSG00000164946",-0.470101919290176,"HER2","FREM1"
"ENSG00000152520",-0.470690976988476,"LumB","PAN3"
"ENSG00000197563",-0.470849025340601,"LumB","PIGN"
"ENSG00000146833",-0.47107383026551,"HER2","TRIM4"
"ENSG00000185697",-0.471665851785873,"LumB","MYBL1"
"ENSG00000159459",-0.471862592632343,"LumB","UBR1"
"ENSG00000153896",-0.472492195141477,"HER2","ZNF599"
"ENSG00000185973",-0.472749397067831,"LumB","TMLHE"
"ENSG00000166946",-0.47276877222111,"HER2","CCNDBP1"
"ENSG00000183098",-0.473454647679989,"HER2","GPC6"
"ENSG00000005379",-0.473549362110184,"LumB","TSPOAP1"
"ENSG00000154760",-0.473955118411529,"HER2","SLFN13"
"ENSG00000186487",-0.474014167512886,"LumB","MYT1L"
"ENSG00000100664",-0.474389826158394,"HER2","EIF5"
"ENSG00000240583",-0.474579271835407,"HER2","AQP1"
"ENSG00000179134",-0.47464292635449,"HER2","SAMD4B"
"ENSG00000172172",-0.474798390686724,"LumB","MRPL13"
"ENSG00000177082",-0.475331174541216,"LumB","WDR73"
"ENSG00000116106",-0.475461547941798,"LumB","EPHA4"
"ENSG00000143815",-0.475840545055946,"HER2","LBR"
"ENSG00000054983",-0.475848976335432,"LumB","GALC"
"ENSG00000186522",-0.475956808793894,"LumB","SEPTIN10"
"ENSG00000020577",-0.476016830094386,"LumB","SAMD4A"
"ENSG00000166341",-0.476126247397031,"LumB","DCHS1"
"ENSG00000115866",-0.476134283343851,"LumB","DARS1"
"ENSG00000186143",-0.477019525331918,"LumB","PRR30"
"ENSG00000165650",-0.477020055806829,"LumB","PDZD8"
"ENSG00000182040",-0.477060339718299,"HER2","USH1G"
"ENSG00000266028",-0.47748240178793,"HER2","SRGAP2"
"ENSG00000130703",-0.477868901066509,"HER2","OSBPL2"
"ENSG00000077264",-0.478008802422562,"HER2","PAK3"
"ENSG00000047578",-0.478049185576117,"HER2","KATNIP"
"ENSG00000138764",-0.47843620129211,"LumB","CCNG2"
"ENSG00000131143",-0.47924475962515,"LumB","COX4I1"
"ENSG00000168216",-0.48000280734342,"HER2","LMBRD1"
"ENSG00000100106",-0.480257274382721,"HER2","TRIOBP"
"ENSG00000102030",-0.481693998209232,"LumB","NAA10"
"ENSG00000197706",-0.481738202811951,"LumB","OR6C74"
"ENSG00000225539",-0.481998260662572,"LumB","LINC01821"
"ENSG00000182103",-0.482339231285216,"LumB","FAM181B"
"ENSG00000137218",-0.482397444669136,"LumB","FRS3"
"ENSG00000213585",-0.482764067825955,"HER2","VDAC1"
"ENSG00000155629",-0.483143274640895,"LumB","PIK3AP1"
"ENSG00000085265",-0.483187239964889,"LumB","FCN1"
"ENSG00000151150",-0.483234413902617,"HER2","ANK3"
"ENSG00000144445",-0.483288035085437,"LumB","KANSL1L"
"ENSG00000197043",-0.483371904769063,"LumB","ANXA6"
"ENSG00000143365",-0.483459441903218,"LumB","RORC"
"ENSG00000182541",-0.48355470321301,"HER2","LIMK2"
"ENSG00000164631",-0.483757851661131,"LumB","ZNF12"
"ENSG00000182197",-0.483859583246804,"HER2","EXT1"
"ENSG00000140279",-0.48413883611567,"HER2","DUOX2"
"ENSG00000145819",-0.484562089463828,"HER2","ARHGAP26"
"ENSG00000229140",-0.485132676784169,"LumB","CCDC26"
"ENSG00000224843",-0.485212903649341,"LumB","LINC00240"
"ENSG00000179532",-0.485222699846562,"LumB","DNHD1"
"ENSG00000132669",-0.485276690722187,"LumB","RIN2"
"ENSG00000171408",-0.485601823340497,"HER2","PDE7B"
"ENSG00000167065",-0.485725534356024,"HER2","DUSP18"
"ENSG00000267270",-0.48580826155692,"HER2","PARD6G-AS1"
"ENSG00000198408",-0.485965722250943,"HER2","OGA"
"ENSG00000182134",-0.486362268244743,"LumB","TDRKH"
"ENSG00000235257",-0.486885578300931,"LumB","ITGA9-AS1"
"ENSG00000005108",-0.486908313248467,"LumB","THSD7A"
"ENSG00000198758",-0.4870616511031,"HER2","EPS8L3"
"ENSG00000128917",-0.487460270511113,"LumB","DLL4"
"ENSG00000213619",-0.487527655508493,"LumB","NDUFS3"
"ENSG00000157103",-0.487530189509545,"LumB","SLC6A1"
"ENSG00000138107",-0.488049829171203,"HER2","ACTR1A"
"ENSG00000100461",-0.488308335599285,"LumB","RBM23"
"ENSG00000080503",-0.488481112594204,"HER2","SMARCA2"
"ENSG00000172987",-0.488896286716317,"HER2","HPSE2"
"ENSG00000197614",-0.488975629462281,"HER2","MFAP5"
"ENSG00000134262",-0.489140751145683,"HER2","AP4B1"
"ENSG00000240303",-0.489730682771129,"HER2","ACAD11"
"ENSG00000010539",-0.490162539256558,"HER2","ZNF200"
"ENSG00000168367",-0.490258012929924,"LumB","LINC00917"
"ENSG00000161091",-0.490482773494966,"HER2","MFSD12"
"ENSG00000250303",-0.490914491428008,"HER2","LINC02762"
"ENSG00000111266",-0.490999703686181,"LumB","DUSP16"
"ENSG00000133687",-0.491227490242039,"LumB","TMTC1"
"ENSG00000130508",-0.491231546384454,"LumB","PXDN"
"ENSG00000169087",-0.491322558109436,"HER2","HSPBAP1"
"ENSG00000266964",-0.492110020188339,"LumB","FXYD1"
"ENSG00000162804",-0.492179875579021,"LumB","SNED1"
"ENSG00000004846",-0.492595631679605,"HER2","ABCB5"
"ENSG00000136828",-0.493759908292774,"HER2","RALGPS1"
"ENSG00000184903",-0.494012694015428,"HER2","IMMP2L"
"ENSG00000130600",-0.494033103789975,"LumB","H19"
"ENSG00000156687",-0.494428859068166,"HER2","UNC5D"
"ENSG00000165899",-0.494471396836584,"LumB","OTOGL"
"ENSG00000276255",-0.494554983667373,"TN","LINC02809"
"ENSG00000221888",-0.494689482252563,"HER2","OR1C1"
"ENSG00000133985",-0.495261728211759,"LumB","TTC9"
"ENSG00000143315",-0.495348096444908,"HER2","PIGM"
"ENSG00000163812",-0.495358620989395,"LumB","ZDHHC3"
"ENSG00000180822",-0.495368972068271,"HER2","PSMG4"
"ENSG00000183778",-0.49575611743307,"HER2","B3GALT5"
"ENSG00000123395",-0.495785485036198,"LumB","ATG101"
"ENSG00000138138",-0.496194406863286,"LumB","ATAD1"
"ENSG00000161970",-0.496339618718395,"LumB","RPL26"
"ENSG00000058866",-0.496448447764972,"LumB","DGKG"
"ENSG00000125863",-0.496586579089605,"LumB","MKKS"
"ENSG00000100401",-0.49689900244595,"LumB","RANGAP1"
"ENSG00000162714",-0.496926785417315,"HER2","ZNF496"
"ENSG00000148219",-0.497147166924582,"HER2","ASTN2"
"ENSG00000175866",-0.497708931643427,"HER2","BAIAP2"
"ENSG00000117036",-0.497972603220739,"LumB","ETV3"
"ENSG00000143554",-0.498303232758034,"HER2","SLC27A3"
"ENSG00000164050",-0.498523427333155,"HER2","PLXNB1"
"ENSG00000050438",-0.498667180605453,"HER2","SLC4A8"
"ENSG00000221926",-0.498841426719758,"LumB","TRIM16"
"ENSG00000183208",-0.499011197493983,"HER2","GDPGP1"
"ENSG00000126215",-0.499204578044319,"HER2","XRCC3"
"ENSG00000144057",-0.499206177492325,"HER2","ST6GAL2"
"ENSG00000113361",-0.499290291031494,"HER2","CDH6"
"ENSG00000168309",-0.499607256167835,"LumB","FAM107A"
"ENSG00000198162",-0.500090809012638,"HER2","MAN1A2"
"ENSG00000151692",-0.500104577887244,"LumB","RNF144A"
"ENSG00000198270",-0.50018869397628,"LumB","TMEM116"
